"r";"nsd_id";"election_year";"start";"end";"cabinet_name";"last_name";"first_name";"party";"election_date";"cause";"reshuffle";"prime_minister";"gender";"education";"duration";"birth";"pre45_exp";"CabinetType";"structure";"From";"To";"cabinet_duration";"CabinetPartiesNor";"year_start";"year_end";"post";"resigcalls";"resigcalls_cum";"rc_cum_lag";"rc_opposition";"rc_paper";"rc_organization";"rc_party";"rc_expert";"rc_citizens";"rc_voteofconf";"parl_start";"parlTen_cum";"youthCen";"youthLoc";"minister_exp_cum_y_lag";"parlTen_dum";"start_year";"age";"age_cen";"pm_name";"education_dum";"dur_start";"dur_end";"leave";"event2";"jurisdiction";"rc_paper_dum";"rc_party_dum";"rc_organization_dum";"rc_opposition_dum";"timeint"
"402";778;1989;1989-10-16;1990-11-02;"Syse I";"Syse";"Jan Peder";"H";"1989-09-11";"Not dismissed";"0";1;"Male";"Higher education";382;1930;0;"Minority";"Coalition";1989-10-16;1990-11-02;382;"H+KrF+Sp";1989;1990;"Statsminister";3;3;0;2;0;0;1;0;0;0;"1989-10-01";6174;1;1;2,05065023956194;1;1989;59;9,83509833585477;"Syse";"Higher";0;382;0;0;"Prime minister";0;1;0;1;3,783006680756
"403";795;1985;1985-10-04;1986-05-08;"Willoch III";"Thomassen";"Petter Johan";"H";"1985-09-09";"Not dismissed";"0";0;"Male";"Higher education";216;1941;0;"Minority";"Coalition";1985-10-01;1986-05-08;219;"H+KrF+Sp";1985;1986;"Industriminister";1;1;0;1;0;0;0;0;0;0;"1985-10-01";4166;0;1;0;1;1985;44;-5,16490166414523;"Willoch";"Higher";3;219;0;0;"Industry";0;0;0;1;3,68675536547401
"404";795;1989;1989-10-16;1990-11-02;"Syse I";"Thomassen";"Petter Johan";"H";"1989-09-11";"Not dismissed";"0";0;"Male";"Higher education";382;1941;0;"Minority";"Coalition";1989-10-16;1990-11-02;382;"H+KrF+Sp";1989;1990;"Næringsminister";2;3;1;1;0;0;1;0;0;0;"1989-10-01";5244;0;1;0,591375770020534;1;1989;48;-1,16490166414523;"Syse";"Higher";0;382;0;0;"Industry";0;1;0;1;3,783006680756
"405";800;1965;1965-10-12;1969-09-30;"Borten I";"Tidemand";"Otto Grieg";"H";"1965-09-13";"Not dismissed";"0";0;"Male";"Higher education";1449;1921;0;"Majority";"Coalition";1965-10-12;1969-09-30;1449;"H+Sp+KrF+V";1965;1969;"Forsvarsminister";0;0;0;0;0;0;0;0;0;0;"1965-10-01";0;0;0;0;0;1965;44;-5,16490166414523;"Borten";"Higher";0;1449;0;0;"Defence";0;0;0;0;2,99257877810457
"406";800;1969;1970-05-22;1970-06-05;"Borten II";"Tidemand";"Otto Grieg";"H";"1969-09-08";"Not dismissed";"0";0;"Male";"Higher education";14;1921;0;"Majority";"Coalition";1969-10-01;1971-03-16;531;"H+Sp+KrF+V";1970;1970;"Forsvarsminister";0;0;0;0;0;0;0;0;0;0;"1969-10-01";0;0;0;3,96714579055441;0;1970;49;-0,164901664145233;"Borten";"Higher";233;247;0;0;"Defence";0;0;0;0;3,20050133540842
"407";800;1969;1970-06-05;1971-03-16;"Borten II";"Tidemand";"Otto Grieg";"H";"1969-09-08";"Not dismissed";"1";0;"Male";"Higher education";284;1921;0;"Majority";"Coalition";1969-10-01;1971-03-16;531;"H+Sp+KrF+V";1970;1971;"Handelsminister";0;0;0;0;0;0;0;0;0;0;"1969-10-01";0;0;0;4,00547570157426;0;1970;49;-0,164901664145233;"Borten";"Higher";247;531;0;0;"Trade";0;0;0;0;3,20206174589
"408";807;1945;1945-11-05;1948-01-06;"Gerhardsen II";"Torp";"Oscar Fredrik";"DNA";"1945-10-08";"Unknown";"0";0;"Male";"High school";792;1901;3543;"Majority";"Single-party";1945-11-05;1950-01-10;1527;"Ap";1945;1948;"Forsyning- og gjenreisningsminister";3;3;0;1;1;0;0;0;0;1;"1945-10-01";3;0;1;0;1;1945;44;-5,16490166414523;"Gerhardsen";"Lower";0;792;0;1;"Administration";1;0;0;1;-5,90058205063081
"409";807;1949;1951-11-19;1954-01-10;"Torp I";"Torp";"Oscar Fredrik";"DNA";"1949-10-10";"Not dismissed";"0";1;"Male";"High school";783;1901;3543;"Majority";"Single-party";1951-11-19;1954-01-10;783;"Ap";1951;1954;"Statsminister";1;4;3;1;0;0;0;0;0;0;"1949-10-01";681;0;1;11,8685831622177;1;1951;50;0,835098335854767;"Torp";"Lower";0;783;0;0;"Prime minister";0;0;0;1;1,79835414918264
"410";807;1953;1954-01-11;1955-01-21;"Torp II";"Torp";"Oscar Fredrik";"DNA";"1953-10-12";"Not dismissed";"0";1;"Male";"High school";375;1901;3543;"Majority";"Single-party";1954-01-11;1955-01-21;375;"Ap";1954;1955;"Statsminister";3;7;4;0;0;0;2;0;0;1;"1953-10-01";1766;0;1;14,0123203285421;1;1954;53;3,83509833585477;"Torp";"Lower";0;375;0;0;"Prime minister";0;1;0;0;2,10244661575392
"411";812;1961;1962-09-01;1963-08-27;"Gerhardsen VI";"Trasti";"Karl";"DNA";"1961-09-11";"Not dismissed";"0";0;"Male";"Higher education";360;1917;0;"Minority";"Single-party";1961-10-01;1963-08-27;695;"Ap";1962;1963;"Prisminister";0;0;0;0;0;0;0;0;0;0;"1961-10-01";0;0;0;0;0;1962;45;-4,16490166414523;"Gerhardsen";"Higher";335;695;0;0;"Finance";0;0;0;0;2,82281197136933
"412";812;1961;1963-09-25;1965-10-11;"Gerhardsen VII";"Trasti";"Karl";"DNA";"1961-09-11";"Not dismissed";"0";0;"Male";"Higher education";747;1917;0;"Minority";"Single-party";1963-09-25;1965-10-11;747;"Ap";1963;1965;"Prisminister";0;0;0;0;0;0;0;0;0;0;"1961-10-01";0;0;0;0,985626283367556;0;1963;46;-3,16490166414523;"Gerhardsen";"Higher";0;747;0;0;"Finance";0;0;0;0;2,88419254153021
"413";813;1969;1971-03-17;1972-10-17;"Bratteli I";"Treholt";"Thorstein";"DNA";"1969-09-08";"Not dismissed";"0";0;"Male";"High school";580;1911;0;"Minority";"Single-party";1971-03-17;1972-10-17;580;"Ap";1971;1972;"Landbruksminister";0;0;0;0;0;0;0;0;0;0;"1969-10-01";5263;0;0;0;1;1971;60;10,8350983358548;"Bratteli";"Lower";0;580;0;0;"Agriculture";0;0;0;0;3,23330914918197
"414";813;1973;1973-10-16;1976-01-14;"Bratteli II";"Treholt";"Thorstein";"DNA";"1973-10-10";"Not dismissed";"0";0;"Male";"High school";820;1911;0;"Minority";"Single-party";1973-10-16;1976-01-14;820;"Ap";1973;1976;"Landbruksminister";0;0;0;0;0;0;0;0;0;0;"1973-10-01";5903;0;0;1,58795345653662;1;1973;62;12,8350983358548;"Bratteli";"Lower";0;820;0;0;"Agriculture";0;0;0;0;3,33034495495376
"415";825;1973;1973-10-16;1976-01-14;"Bratteli II";"Ulveseth";"Ingvald Johan";"DNA";"1973-10-10";"Not dismissed";"0";0;"Male";"Higher education";820;1924;0;"Minority";"Single-party";1973-10-16;1976-01-14;820;"Ap";1973;1976;"Industriminister";1;1;0;1;0;0;0;0;0;0;"1973-10-01";0;0;0;0;0;1973;49;-0,164901664145233;"Bratteli";"Higher";0;820;0;0;"Industry";0;0;0;1;3,33034495495376
"416";834;1969;1971-03-17;1972-10-17;"Bratteli I";"Valle";"Inger Louise";"DNA";"1969-09-08";"Not dismissed";"0";0;"Female";"Higher education";580;1921;0;"Minority";"Single-party";1971-03-17;1972-10-17;580;"Ap";1971;1972;"Familie- og forbruksminister";0;0;0;0;0;0;0;0;0;0;"1969-10-01";0;0;0;0;0;1971;50;0,835098335854767;"Bratteli";"Higher";0;580;0;0;"Social";0;0;0;0;3,23330914918197
"417";834;1973;1973-10-16;1976-01-14;"Bratteli II";"Valle";"Inger Louise";"DNA";"1973-10-10";"Not dismissed";"0";0;"Female";"Higher education";820;1921;0;"Minority";"Single-party";1973-10-16;1976-01-14;820;"Ap";1973;1976;"Justisminister";0;0;0;0;0;0;0;0;0;0;"1973-10-01";0;0;0;1,58795345653662;0;1973;52;2,83509833585477;"Bratteli";"Higher";0;820;0;0;"Justice";0;0;0;0;3,33034495495376
"418";834;1973;1976-01-15;1977-09-30;"Nordli I";"Valle";"Inger Louise";"DNA";"1973-10-10";"Not dismissed";"0";0;"Female";"Higher education";624;1921;0;"Minority";"Single-party";1976-01-15;1977-09-30;624;"Ap";1976;1977;"Justisminister";0;0;0;0;0;0;0;0;0;0;"1973-10-01";0;0;0;3,83299110198494;0;1976;55;5,83509833585477;"Nordli";"Higher";0;624;0;0;"Justice";0;0;0;0;3,40770139567534
"419";834;1977;1977-10-01;1979-10-08;"Nordli II";"Valle";"Inger Louise";"DNA";"1977-10-12";"Not dismissed";"0";0;"Female";"Higher education";737;1921;0;"Minority";"Single-party";1977-10-01;1981-02-03;1221;"Ap";1977;1979;"Justisminister";3;3;0;0;1;1;1;0;0;0;"1977-10-01";363;0;0;5,54140999315537;1;1977;56;6,83509833585477;"Nordli";"Higher";0;737;0;0;"Justice";1;1;1;0;3,46282269707221
"420";834;1977;1979-10-08;1980-10-03;"Nordli II";"Valle";"Inger Louise";"DNA";"1977-10-12";"Unkown";"1";0;"Female";"Higher education";361;1921;0;"Minority";"Single-party";1977-10-01;1981-02-03;1221;"Ap";1979;1980;"Kommunalminister";0;3;3;0;0;0;0;0;0;0;"1977-10-01";363;0;0;7,55920602327173;1;1979;58;8,83509833585477;"Nordli";"Higher";737;1098;0;1;"Regional";0;0;0;0;3,52414363098568
"421";835;1953;1955-01-22;1958-01-10;"Gerhardsen IV";"Varmann";"Kolbjørn Sigurd Verner";"DNA";"1953-10-12";"Not dismissed";"0";0;"Male";"Higher education";1084;1904;0;"Majority";"Single-party";1955-01-22;1958-01-10;1084;"Ap";1955;1958;"Samferdselsminister";0;0;0;0;0;0;0;0;0;0;"1953-10-01";1838;0;0;0;1;1955;51;1,83509833585477;"Gerhardsen";"Higher";0;1084;0;0;"Transport";0;0;0;0;2,22089832411994
"422";835;1957;1958-01-11;1960-04-23;"Gerhardsen V";"Varmann";"Kolbjørn Sigurd Verner";"DNA";"1957-10-07";"Unknown";"0";0;"Male";"Higher education";833;1904;0;"Majority";"Single-party";1958-01-11;1961-09-30;1358;"Ap";1958;1960;"Samferdselsminister";0;0;0;0;0;0;0;0;0;0;"1957-10-01";2466;0;0;2,9678302532512;1;1958;54;4,83509833585477;"Gerhardsen";"Higher";0;833;0;1;"Transport";0;0;0;0;2,50030201838505
"423";868;1961;1963-08-28;1963-09-24;"Lyng I";"Wikborg";"Erling";"KrF";"1961-09-11";"Not dismissed";"0";0;"Male";"Higher education";27;1894;0;"Minority";"Coalition";1963-08-28;1963-09-24;27;"H+Sp+KrF+V";1963;1963;"Utenriksminister";0;0;0;0;0;0;0;0;0;0;"1961-10-01";0;0;0;0;0;1963;69;19,8350983358548;"Lyng";"Higher";0;27;0;0;"Foreign affairs";0;0;0;0;2,87989805640249
"424";870;1961;1963-08-28;1963-09-24;"Lyng I";"Willoch";"Kåre Isaachsen";"H";"1961-09-11";"Not dismissed";"0";0;"Male";"Higher education";27;1928;0;"Minority";"Coalition";1963-08-28;1963-09-24;27;"H+Sp+KrF+V";1963;1963;"Handelsminister";0;0;0;0;0;0;0;0;0;0;"1961-10-01";2894;0;1;0;1;1963;35;-14,1649016641452;"Lyng";"Higher";0;27;0;0;"Trade";0;0;0;0;2,87989805640249
"425";870;1965;1965-10-12;1969-09-30;"Borten I";"Willoch";"Kåre Isaachsen";"H";"1965-09-13";"Not dismissed";"0";0;"Male";"Higher education";1449;1928;0;"Majority";"Coalition";1965-10-12;1969-09-30;1449;"H+Sp+KrF+V";1965;1969;"Handelsminister";1;1;0;1;0;0;0;0;0;0;"1965-10-01";2906;0;1;0,0739219712525667;1;1965;37;-12,1649016641452;"Borten";"Higher";0;1449;0;0;"Trade";0;0;0;1;2,99257877810457
"426";870;1969;1969-10-01;1970-06-05;"Borten II";"Willoch";"Kåre Isaachsen";"H";"1969-09-08";"Unknown";"0";0;"Male";"Higher education";247;1928;0;"Majority";"Coalition";1969-10-01;1971-03-16;531;"H+Sp+KrF+V";1969;1970;"Handelsminister";0;1;1;0;0;0;0;0;0;0;"1969-10-01";4120;0;1;4,04106776180698;1;1969;41;-8,16490166414523;"Borten";"Higher";0;247;0;1;"Trade";0;0;0;0;3,17416766703903
"427";870;1981;1981-10-14;1983-06-07;"Willoch I";"Willoch";"Kåre Isaachsen";"H";"1981-10-14";"Not dismissed";"0";1;"Male";"Higher education";601;1928;0;"Minority";"Single-party";1981-10-14;1983-06-07;601;"H";1981;1983;"Statsminister";2;3;1;2;0;0;0;0;0;0;"1981-10-01";7056;0;1;4,71731690622861;1;1981;53;3,83509833585477;"Willoch";"Higher";0;601;0;0;"Prime minister";0;0;0;1;3,58192058213912
"428";870;1981;1983-06-08;1984-04-17;"Willoch II";"Willoch";"Kåre Isaachsen";"H";"1981-10-14";"Leave of absence";"0";1;"Male";"Higher education";314;1928;0;"Majority";"Coalition";1983-06-08;1985-09-30;845;"H+KrF+Sp";1983;1984;"Statsminister";0;3;3;0;0;0;0;0;0;0;"1981-10-01";7056;0;1;6,362765229295;1;1983;55;5,83509833585477;"Willoch";"Higher";0;314;1;0;"Prime minister";0;0;0;0;3,62675644813121
"429";870;1981;1984-06-12;1985-09-30;"Willoch II";"Willoch";"Kåre Isaachsen";"H";"1981-10-14";"Not dismissed";"0";1;"Male";"Higher education";475;1928;0;"Majority";"Coalition";1983-06-08;1985-09-30;845;"H+KrF+Sp";1984;1985;"Statsminister";2;5;3;0;0;0;0;1;0;1;"1981-10-01";7056;0;1;7,22245037645448;1;1984;56;6,83509833585477;"Willoch";"Higher";370;845;0;0;"Prime minister";0;0;0;0;3,65334802573545
"430";870;1985;1985-10-01;1986-05-08;"Willoch III";"Willoch";"Kåre Isaachsen";"H";"1985-09-09";"Not dismissed";"0";1;"Male";"Higher education";219;1928;0;"Minority";"Coalition";1985-10-01;1986-05-08;219;"H+KrF+Sp";1985;1986;"Statsminister";1;6;5;0;0;0;0;0;0;1;"1985-10-01";8297;0;1;8,52292950034223;1;1985;57;7,83509833585477;"Willoch";"Higher";0;219;0;0;"Prime minister";0;0;0;0;3,68654956886893
"431";879;1957;1960-04-23;1961-09-30;"Gerhardsen V";"Wøhni";"Einar Joachim";"DNA";"1957-10-07";"Not dismissed";"0";0;"Male";"Higher education";525;1920;0;"Majority";"Single-party";1958-01-11;1961-09-30;1358;"Ap";1960;1961;"Landbruksminister";0;0;0;0;0;0;0;0;0;0;"1957-10-01";0;0;0;0;0;1960;40;-9,16490166414523;"Gerhardsen";"Higher";833;1358;0;0;"Agriculture";0;0;0;0;2,67185661501141
"432";879;1961;1961-10-01;1963-08-27;"Gerhardsen VI";"Wøhni";"Einar Joachim";"DNA";"1961-09-11";"Not dismissed";"0";0;"Male";"Higher education";695;1920;0;"Minority";"Single-party";1961-10-01;1963-08-27;695;"Ap";1961;1963;"Landbruksminister";0;0;0;0;0;0;0;0;0;0;"1961-10-01";765;0;0;1,43737166324435;1;1961;41;-8,16490166414523;"Gerhardsen";"Higher";0;695;0;0;"Agriculture";0;0;0;0;2,76675379921515
"433";900;1965;1965-10-12;1969-09-30;"Borten I";"Aarvik";"Egil";"KrF";"1965-09-13";"Not dismissed";"0";0;"Male";"Secondary school";1449;1912;0;"Majority";"Coalition";1965-10-12;1969-09-30;1449;"H+Sp+KrF+V";1965;1969;"Sosialminister";0;0;0;0;0;0;0;0;0;0;"1965-10-01";0;0;0;0;0;1965;53;3,83509833585477;"Borten";"Lower";0;1449;0;0;"Social";0;0;0;0;2,99257877810457
"434";900;1969;1969-10-01;1971-03-16;"Borten II";"Aarvik";"Egil";"KrF";"1969-09-08";"Not dismissed";"0";0;"Male";"Secondary school";531;1912;0;"Majority";"Coalition";1969-10-01;1971-03-16;531;"H+Sp+KrF+V";1969;1971;"Sosialminister";0;0;0;0;0;0;0;0;0;0;"1969-10-01";2390;0;0;3,96714579055441;1;1969;57;7,83509833585477;"Borten";"Lower";0;531;0;0;"Social";0;0;0;0;3,17416766703903
"435";909;1945;1948-05-18;1950-01-10;"Gerhardsen II";"Aasland";"Aaslaug";"DNA";"1945-10-08";"Not dismissed";"0";0;"Female";"Higher education";602;1890;0;"Majority";"Single-party";1945-11-05;1950-01-10;1527;"Ap";1948;1950;"Sosialminister";0;0;0;0;0;0;0;0;0;0;"1945-10-01";0;0;0;0;0;1948;58;8,83509833585477;"Gerhardsen";"Higher";925;1527;0;0;"Social";0;0;0;0;0,930292184015371
"436";909;1949;1950-01-11;1951-11-18;"Gerhardsen III";"Aasland";"Aaslaug";"DNA";"1949-10-10";"Not dismissed";"0";0;"Female";"Higher education";676;1890;0;"Majority";"Single-party";1950-01-11;1951-11-18;676;"Ap";1950;1951;"Sosialminister";0;0;0;0;0;0;0;0;0;0;"1949-10-01";0;0;0;1,64818617385353;0;1950;60;10,8350983358548;"Gerhardsen";"Higher";0;676;0;0;"Social";0;0;0;0;1,43178715529825
"437";909;1949;1951-11-19;1953-11-02;"Torp I";"Aasland";"Aaslaug";"DNA";"1949-10-10";"Unknown";"0";0;"Female";"Higher education";714;1890;0;"Majority";"Single-party";1951-11-19;1954-01-10;783;"Ap";1951;1953;"Sosialminister";0;0;0;0;0;0;0;0;0;0;"1949-10-01";0;0;0;3,49897330595483;0;1951;61;11,8350983358548;"Torp";"Higher";0;714;0;1;"Social";0;0;0;0;1,79835414918264
"438";1005;1997;1997-10-17;1999-03-15;"Bondevik I";"Fjærvoll";"Dag Jostein";"KrF";"1997-09-15";"Not dismissed";"0";0;"Male";"Higher education";514;1947;0;"Minority";"Coalition";1997-10-17;2000-03-16;881;"KrF+Sp+V";1997;1999;"Forsvarsminister";0;0;0;0;0;0;0;0;0;0;"1997-10-01";0;0;0;0;0;1997;50;0,835098335854767;"Bondevik";"Higher";0;514;0;0;"Defence";0;0;0;0;3,95029555163302
"439";1005;1997;1999-03-15;2000-03-16;"Bondevik I";"Fjærvoll";"Dag Jostein";"KrF";"1997-09-15";"Not dismissed";"1";0;"Male";"Higher education";367;1947;0;"Minority";"Coalition";1997-10-17;2000-03-16;881;"KrF+Sp+V";1999;2000;"Samferdselsminister";4;4;0;1;2;1;0;0;0;0;"1997-10-01";0;0;0;1,4072553045859;0;1999;52;2,83509833585477;"Bondevik";"Higher";514;881;0;0;"Transport";1;0;1;1;3,97702343219122
"440";1006;1993;1996-12-18;1997-10-16;"Jagland I";"Frøiland";"Ranveig";"DNA";"1993-09-13";"Not dismissed";"0";0;"Female";"High school";302;1945;0;"Minority";"Single-party";1996-10-25;1997-10-16;356;"Ap";1996;1997;"Olje- og energiminister";0;0;0;0;0;0;0;0;0;0;"1993-10-01";4097;0;1;0;1;1996;51;1,83509833585477;"Jagland";"Lower";54;356;0;0;"Industry";0;0;0;0;3,93419830389553
"441";1007;1997;1997-10-17;2000-03-16;"Bondevik I";"Gjønnes";"Kåre";"KrF";"1997-09-15";"Not dismissed";"0";0;"Male";"Secondary school";881;1942;0;"Minority";"Coalition";1997-10-17;2000-03-16;881;"KrF+Sp+V";1997;2000;"Landbruksminister";0;0;0;0;0;0;0;0;0;0;"1997-10-01";0;0;0;0;0;1997;55;5,83509833585477;"Bondevik";"Lower";0;881;0;0;"Agriculture";0;0;0;0;3,95029555163302
"442";1012;1985;1986-04-18;1986-05-08;"Willoch III";"Heiberg";"Astrid Nøklebye";"H";"1985-09-09";"Not dismissed";"0";0;"Female";"Higher education";20;1936;0;"Minority";"Coalition";1985-10-01;1986-05-08;219;"H+KrF+Sp";1986;1986;"Forbruker- og administrasjonsminister";0;0;0;0;0;0;0;0;0;0;"1985-10-01";31;0;0;0;1;1986;50;0,835098335854767;"Willoch";"Higher";199;219;0;0;"Administration";0;0;0;0;3,70010979164349
"443";1013;2005;2007-10-18;2009-10-20;"Stoltenberg II";"Aasland";"Tora";"SV";"2005-09-12";"Not dismissed";"0";0;"Female";"Higher education";733;1942;0;"Majority";"Coalition";2005-10-17;2009-10-20;1464;"Ap+SV+Sp";2007;2009;"Forsknings- og høyere utdanningsminister";0;0;0;0;0;0;0;0;0;0;"2005-10-01";0;0;0;0;0;2007;65;15,8350983358548;"Stoltenberg";"Higher";731;1464;0;0;"Education";0;0;0;0;4,12636130583224
"444";1013;2009;2009-10-21;2012-03-23;"Stoltenberg III";"Aasland";"Tora";"SV";"2009-09-14";"Unknown";"0";0;"Female";"Higher education";884;1942;0;"Majority";"Coalition";2009-10-21;2013-09-30;1440;"Ap+SV+Sp";2009;2012;"Forsknings- og høyere utdanningsminister";0;0;0;0;0;0;0;0;0;0;"2009-10-01";0;0;0;2,00684462696783;0;2009;67;17,8350983358548;"Stoltenberg";"Higher";0;884;0;1;"Education";0;0;0;0;4,15828399908483
"445";1019;1989;1993-04-02;1993-09-30;"Brundtland III";"Kosmo";"Jørgen Hårek";"DNA";"1989-09-11";"Not dismissed";"0";0;"Male";"High school";181;1947;0;"Minority";"Single-party";1990-11-03;1993-09-30;1062;"Ap";1993;1993;"Forsvarsminister";0;0;0;0;0;0;0;0;0;0;"1989-10-01";2740;0;0;0;1;1993;46;-3,16490166414523;"Brundtland";"Lower";881;1062;0;0;"Defence";0;0;0;0;3,85880415793106
"446";1019;1993;1993-10-01;1996-10-24;"Brundtland IV";"Kosmo";"Jørgen Hårek";"DNA";"1993-09-13";"Not dismissed";"0";0;"Male";"High school";1119;1947;0;"Minority";"Single-party";1993-10-01;1996-10-24;1119;"Ap";1993;1996;"Forsvarsminister";0;0;0;0;0;0;0;0;0;0;"1993-10-01";2740;0;0;0,49555099247091;1;1993;46;-3,16490166414523;"Brundtland";"Lower";0;1119;0;0;"Defence";0;0;0;0;3,8692598170354
"447";1019;1993;1996-10-25;1997-10-16;"Jagland I";"Kosmo";"Jørgen Hårek";"DNA";"1993-09-13";"Not dismissed";"0";0;"Male";"High school";356;1947;0;"Minority";"Single-party";1996-10-25;1997-10-16;356;"Ap";1996;1997;"Forsvarsminister";0;0;0;0;0;0;0;0;0;0;"1993-10-01";2740;0;0;3,55920602327173;1;1996;49;-0,164901664145233;"Jagland";"Lower";0;356;0;0;"Defence";0;0;0;0;3,93130208304563
"448";1019;1997;2000-03-17;2000-10-05;"Stoltenberg I";"Kosmo";"Jørgen Hårek";"DNA";"1997-09-15";"Unknown";"0";0;"Male";"High school";202;1947;0;"Minority";"Single-party";2000-03-17;2001-10-18;580;"Ap";2000;2000;"Arbeids- og administrasjonsminister";0;0;0;0;0;0;0;0;0;0;"1997-10-01";3622;0;0;4,53388090349076;1;2000;53;3,83509833585477;"Stoltenberg";"Lower";0;202;0;1;"Administration";0;0;0;0;3,99572981815622
"449";1021;1997;1997-10-17;1999-10-08;"Bondevik I";"Lahnstein";"Anne Enger";"Sp";"1997-09-15";"Unknown";"0";0;"Female";"Higher education";721;1949;0;"Minority";"Coalition";1997-10-17;2000-03-16;881;"KrF+Sp+V";1997;1999;"Kulturminister";2;2;0;0;0;0;2;0;0;0;"1997-10-01";5123;0;0;0;1;1997;48;-1,16490166414523;"Bondevik";"Higher";0;721;0;1;"Culture";0;1;0;0;3,95029555163302
"450";1022;1989;1989-10-16;1990-11-02;"Syse I";"Sollie";"Solveig";"KrF";"1989-09-11";"Not dismissed";"0";0;"Female";"High school";382;1939;0;"Minority";"Coalition";1989-10-16;1990-11-02;382;"H+KrF+Sp";1989;1990;"Forbruker- og administrasjonsminister";0;0;0;0;0;0;0;0;0;0;"1989-10-01";2539;0;0;0;1;1989;50;0,835098335854767;"Syse";"Lower";0;382;0;0;"Administration";0;0;0;0;3,783006680756
"451";1024;1989;1989-10-16;1990-11-02;"Syse I";"Lie";"Lars Gunnar";"KrF";"1989-09-11";"Not dismissed";"0";0;"Male";"Higher education";382;1938;0;"Minority";"Coalition";1989-10-16;1990-11-02;382;"H+KrF+Sp";1989;1990;"Samferdselsminister";3;3;0;1;0;1;1;0;0;0;"1989-10-01";2539;0;0;0;1;1989;51;1,83509833585477;"Syse";"Higher";0;382;0;0;"Transport";0;1;1;1;3,783006680756
"452";1025;1993;1996-10-25;1997-10-16;"Jagland I";"Schjøtt-Pedersen";"Karl Eirik";"DNA";"1993-09-13";"Not dismissed";"0";0;"Male";"Higher education";356;1959;0;"Minority";"Single-party";1996-10-25;1997-10-16;356;"Ap";1996;1997;"Fiskeriminister";0;0;0;0;0;0;0;0;0;0;"1993-10-01";4042;1;1;0;1;1996;37;-12,1649016641452;"Jagland";"Higher";0;356;0;0;"Sea and fish";0;0;0;0;3,93130208304563
"453";1025;1997;2000-03-17;2001-10-18;"Stoltenberg I";"Schjøtt-Pedersen";"Karl Eirik";"DNA";"1997-09-15";"Not dismissed";"0";0;"Male";"Higher education";580;1959;0;"Minority";"Single-party";2000-03-17;2001-10-18;580;"Ap";2000;2001;"Finansminister";0;0;0;0;0;0;0;0;0;0;"1997-10-01";4924;1;1;0,974674880219028;1;2000;41;-8,16490166414523;"Stoltenberg";"Higher";0;580;0;0;"Finance";0;0;0;0;3,99572981815622
"454";1025;2009;2009-10-21;2013-09-30;"Stoltenberg III";"Schjøtt-Pedersen";"Karl Eirik";"DNA";"2009-09-14";"Not dismissed";"0";0;"Male";"Higher education";1440;1959;0;"Majority";"Coalition";2009-10-21;2013-09-30;1440;"Ap+SV+Sp";2009;2013;"SMK";0;0;0;0;0;0;0;0;0;0;"2009-10-01";4924;0;0;2,56262833675565;1;2009;50;0,835098335854767;"Stoltenberg";"Higher";0;1440;0;0;"Administration";0;0;0;0;4,15828399908483
"455";1026;1997;1997-10-17;2000-03-16;"Bondevik I";"Restad";"Gudmund";"Sp";"1997-09-15";"Not dismissed";"0";0;"Male";"Higher education";881;1937;0;"Minority";"Coalition";1997-10-17;2000-03-16;881;"KrF+Sp+V";1997;2000;"Finansminister";0;0;0;0;0;0;0;0;0;0;"1997-10-01";4962;0;0;0;1;1997;60;10,8350983358548;"Bondevik";"Higher";0;881;0;0;"Finance";0;0;0;0;3,95029555163302
"456";1101;1997;2000-03-17;2001-10-18;"Stoltenberg I";"Akselsen";"Olav";"DNA";"1997-09-15";"Not dismissed";"0";0;"Male";"Higher education";580;1965;0;"Minority";"Single-party";2000-03-17;2001-10-18;580;"Ap";2000;2001;"Olje- og energiminister";0;0;0;0;0;0;0;0;0;0;"1997-10-01";3821;0;1;0;1;2000;35;-14,1649016641452;"Stoltenberg";"Higher";0;580;0;0;"Industry";0;0;0;0;3,99572981815622
"457";1105;2005;2005-10-17;2007-10-18;"Stoltenberg II";"Bekkemellem";"Karita";"DNA";"2005-09-12";"Unknown";"0";0;"Female";"High school";731;1965;0;"Majority";"Coalition";2005-10-17;2009-10-20;1464;"Ap+SV+Sp";2005;2007;"Barne- og familieminister";0;1;1;0;0;0;0;0;0;0;"2005-10-01";5994;1;1;1,58795345653662;1;2005;40;-9,16490166414523;"Stoltenberg";"Lower";0;731;0;1;"Social";0;0;0;0;4,09352286948893
"458";1105;1997;2000-03-17;2001-10-18;"Stoltenberg I";"Orheim";"Karita Bekkemellem";"DNA";"1997-09-15";"Not dismissed";"0";0;"Female";"High school";580;1965;0;"Minority";"Single-party";2000-03-17;2001-10-18;580;"Ap";2000;2001;"Barne- og familieminister";1;1;0;1;0;0;0;0;0;0;"1997-10-01";3821;1;1;0;1;2000;35;-14,1649016641452;"Stoltenberg";"Lower";0;580;0;0;"Social";0;0;0;1;3,99572981815622
